CASE_ID,PARTY_NUMBER,VICTIM_NUMBER,VICTIM_ROLE,VICTIM_SEX,VICTIM_AGE,VICTIM_DEGREE_OF_INJURY,VICTIM_SEATING_POSITION,VICTIM_SAFETY_EQUIP_1,VICTIM_SAFETY_EQUIP_2,VICTIM_EJECTED,COUNTY,CITY,ACCIDENT_YEAR
9765337,2,1,4,M,45,4,-,P,V,1,VENTURA,OXNARD,2025
9772164,1,1,2,M,9,0,6,M,G,0,VENTURA,OXNARD,2024
9772164,1,2,2,M,7,0,5,M,G,0,VENTURA,OXNARD,2024
9772164,1,3,2,F,3,0,4,M,R,0,VENTURA,OXNARD,2024
9772164,1,4,2,F,28,0,3,M,G,0,VENTURA,OXNARD,2024
9772164,2,1,4,M,65,3,-,-,-,-,VENTURA,OXNARD,2024
9778911,2,1,3,M,73,7,-,P,-,0,VENTURA,VENTURA,2025
9782432,2,1,3,F,30,4,-,-,P,0,VENTURA,OXNARD,2024
9784265,2,1,3,F,16,4,-,-,P,0,VENTURA,OXNARD,2025
9802502,1,1,4,M,31,3,-,-,-,-,VENTURA,"SANTA PAULA",2024
9802570,2,1,3,M,13,3,-,-,-,-,VENTURA,"SANTA PAULA",2024
9804795,2,1,3,M,33,6,0,P,-,0,VENTURA,VENTURA,2025
9807063,2,1,3,F,40,7,-,P,-,-,VENTURA,VENTURA,2025
9807372,2,1,3,F,28,4,-,M,P,0,VENTURA,OXNARD,2025
9813342,1,1,4,M,19,4,1,P,V,0,VENTURA,OXNARD,2025
9817983,1,1,1,M,9,3,-,P,V,0,VENTURA,OXNARD,2025
9818066,1,1,4,M,42,3,-,P,-,0,VENTURA,OXNARD,2025
9824213,1,1,4,M,43,6,-,-,-,-,VENTURA,VENTURA,2025
9827150,2,1,3,M,26,6,0,P,-,0,VENTURA,VENTURA,2025
9829018,1,1,4,M,22,3,1,P,V,0,VENTURA,OXNARD,2025
9876733,2,1,3,F,84,4,-,P,-,0,VENTURA,OXNARD,2025
9885831,1,1,4,M,35,3,-,P,V,1,VENTURA,OXNARD,2025
9893068,2,1,3,-,15,6,-,-,-,-,VENTURA,VENTURA,2025
9897915,2,1,4,F,41,6,-,-,-,-,VENTURA,VENTURA,2026
9899469,2,1,5,M,27,7,0,P,-,3,VENTURA,VENTURA,2026
9900599,1,1,4,M,17,7,1,P,A,0,VENTURA,"PORT HUENEME",2025
9907566,1,1,4,M,80,4,1,P,W,0,VENTURA,OXNARD,2026
9908388,1,1,3,F,45,6,-,-,-,-,VENTURA,OXNARD,2025
9908442,1,1,4,M,53,3,-,P,V,0,VENTURA,OXNARD,2025
9908442,2,1,2,F,31,0,6,M,G,-,VENTURA,OXNARD,2025
9908442,2,2,2,F,52,0,3,M,G,-,VENTURA,OXNARD,2025
9908442,2,3,2,M,10,0,4,M,G,-,VENTURA,OXNARD,2025
9911164,1,1,4,F,39,5,1,N,V,1,VENTURA,VENTURA,2026
81381873,2,1,3,F,84,6,9,-,-,-,VENTURA,"SIMI VALLEY",2020
81382007,1,1,1,F,49,1,9,L,-,-,VENTURA,"SIMI VALLEY",2020
81382065,1,1,4,F,14,6,9,-,P,2,VENTURA,"SIMI VALLEY",2020
81476980,2,1,3,M,47,6,9,-,P,-,VENTURA,"SIMI VALLEY",2021
81476992,1,1,4,F,13,5,1,-,P,1,VENTURA,"SIMI VALLEY",2021
81477009,1,1,4,F,38,7,1,-,P,0,VENTURA,"SIMI VALLEY",2021
81477100,2,1,3,F,78,7,9,-,P,-,VENTURA,"SIMI VALLEY",2021
81583244,1,1,4,-,13,6,1,-,W,1,VENTURA,CAMARILLO,2021
81616842,2,1,4,-,12,7,1,-,W,2,VENTURA,"THOUSAND OAKS",2021
81616852,1,1,3,-,66,6,9,-,P,-,VENTURA,"THOUSAND OAKS",2021
81644700,2,1,3,-,17,7,9,-,P,-,VENTURA,"THOUSAND OAKS",2021
81648534,2,1,3,-,28,7,9,-,P,-,VENTURA,"THOUSAND OAKS",2021
81654768,2,1,4,-,17,6,9,-,W,1,VENTURA,"THOUSAND OAKS",2021
81672258,1,1,3,M,69,1,9,-,-,-,VENTURA,"SIMI VALLEY",2021
81672397,1,1,3,M,47,6,9,-,P,-,VENTURA,"SIMI VALLEY",2021
81672516,1,1,4,M,16,6,9,-,W,1,VENTURA,"SIMI VALLEY",2021
81672524,1,1,4,M,27,6,9,-,P,1,VENTURA,"SIMI VALLEY",2021
81672547,1,1,4,M,35,7,1,-,A,1,VENTURA,"SIMI VALLEY",2021
81728586,2,1,3,-,45,6,9,-,-,-,VENTURA,CAMARILLO,2022
81739365,2,1,3,-,55,7,9,-,P,-,VENTURA,CAMARILLO,2022
81747724,1,1,3,-,17,6,9,-,P,-,VENTURA,CAMARILLO,2022
81750766,1,1,4,-,64,7,1,-,Y,2,VENTURA,MOORPARK,2022
81773500,2,1,3,-,14,6,9,-,P,-,VENTURA,CAMARILLO,2022
81773525,2,1,4,-,13,6,1,-,A,1,VENTURA,"THOUSAND OAKS",2022
81797274,2,1,3,-,34,7,9,-,P,-,VENTURA,"THOUSAND OAKS",2022
81856608,1,1,3,-,42,6,9,-,P,-,VENTURA,CAMARILLO,2022
81856643,2,1,4,-,39,7,1,-,W,0,VENTURA,CAMARILLO,2022
81856656,1,1,3,-,18,6,9,-,-,-,VENTURA,FILLMORE,2022
81864924,2,1,3,-,94,6,9,-,-,-,VENTURA,"THOUSAND OAKS",2022
81883564,2,1,3,F,58,6,9,-,P,-,VENTURA,"SIMI VALLEY",2022
81891119,2,1,3,-,84,1,9,-,P,-,VENTURA,CAMARILLO,2022
81893514,1,1,4,-,72,6,1,-,P,0,VENTURA,OJAI,2022
81950934,2,1,4,-,76,7,1,-,-,0,VENTURA,CAMARILLO,2022
81954949,2,1,3,-,61,6,9,-,P,-,VENTURA,"THOUSAND OAKS",2022
81971476,2,1,3,-,23,7,9,-,P,-,VENTURA,"THOUSAND OAKS",2023
82007432,1,1,4,F,57,5,1,-,P,1,VENTURA,"SIMI VALLEY",2023
82043898,1,1,4,-,32,6,1,-,A,1,VENTURA,"THOUSAND OAKS",2023
82057197,1,1,4,-,18,7,1,-,A,0,VENTURA,OJAI,2023
82075898,2,1,3,F,15,6,9,-,P,-,VENTURA,"SIMI VALLEY",2023
82081941,1,1,4,M,16,6,1,-,-,1,VENTURA,"SIMI VALLEY",2023
82124968,1,1,4,M,23,6,1,-,A,0,VENTURA,OJAI,2023
82126106,1,1,4,M,7,5,1,-,-,1,VENTURA,"THOUSAND OAKS",2023
82135929,1,1,4,M,29,7,1,-,A,0,VENTURA,CAMARILLO,2023
82150728,2,1,3,M,85,6,9,-,P,-,VENTURA,FILLMORE,2023
82164138,2,1,3,F,32,7,9,-,A,-,VENTURA,"THOUSAND OAKS",2023
82206706,2,1,3,M,36,6,9,-,P,-,VENTURA,OJAI,2023
82301560,2,1,3,F,56,3,9,-,-,-,VENTURA,VENTURA,2023
82301562,2,1,4,F,51,3,1,-,-,-,VENTURA,VENTURA,2023
82302471,1,1,4,F,43,7,1,-,-,0,VENTURA,"THOUSAND OAKS",2024
82308564,2,1,3,M,36,7,9,-,P,-,VENTURA,"SIMI VALLEY",2024
82309806,1,1,4,M,19,7,1,-,-,0,VENTURA,"THOUSAND OAKS",2024
82315638,1,1,3,M,17,6,9,-,P,-,VENTURA,CAMARILLO,2024
82342445,1,1,4,F,45,1,1,-,P,1,VENTURA,"SIMI VALLEY",2023
82345755,2,1,3,M,68,6,9,-,P,-,VENTURA,OJAI,2024
82350995,2,1,4,M,76,6,9,-,-,0,VENTURA,"SIMI VALLEY",2024
82352075,2,1,4,M,56,6,1,-,-,0,VENTURA,"THOUSAND OAKS",2024
82384478,2,1,3,M,79,1,9,-,-,-,VENTURA,OJAI,2024
82385470,1,1,4,M,36,6,1,-,-,1,VENTURA,"SIMI VALLEY",2024
82390098,2,1,4,M,15,5,1,-,-,1,VENTURA,OJAI,2024
82396327,1,1,4,F,57,5,1,-,-,-,VENTURA,VENTURA,2024
82400771,2,1,4,M,56,6,9,-,-,1,VENTURA,"THOUSAND OAKS",2024
82402782,1,1,3,M,48,5,9,-,P,-,VENTURA,"THOUSAND OAKS",2024
82423616,1,1,4,M,69,6,9,-,P,0,VENTURA,CAMARILLO,2024
82877995,2,1,4,M,63,6,1,-,-,1,VENTURA,"THOUSAND OAKS",2024
82996910,2,1,4,M,25,5,1,-,-,1,VENTURA,"SIMI VALLEY",2024
83686313,1,1,4,M,42,7,1,-,-,1,VENTURA,"THOUSAND OAKS",2024
83767564,2,1,4,M,14,6,1,-,-,1,VENTURA,CAMARILLO,2024
84403375,1,1,4,M,78,6,1,-,P,1,VENTURA,"THOUSAND OAKS",2024
84423981,2,1,4,M,17,6,9,-,-,2,VENTURA,OJAI,2024
84425624,1,1,4,F,17,5,1,-,-,0,VENTURA,"THOUSAND OAKS",2024
84453279,2,1,3,F,39,6,9,-,P,-,VENTURA,"SIMI VALLEY",2024
84453287,2,1,3,M,14,6,9,-,P,-,VENTURA,"SIMI VALLEY",2024
84461105,2,1,4,M,74,7,1,-,-,0,VENTURA,CAMARILLO,2024
84470460,1,1,4,M,60,6,1,-,A,0,VENTURA,FILLMORE,2024
84477835,1,1,4,M,64,6,1,-,-,1,VENTURA,"SIMI VALLEY",2024
84491300,2,1,3,M,81,1,9,-,P,-,VENTURA,"SIMI VALLEY",2024
84491311,2,1,3,M,61,6,9,-,P,-,VENTURA,"SIMI VALLEY",2024
84497794,1,1,3,F,18,6,9,-,P,-,VENTURA,"THOUSAND OAKS",2024
84497802,1,1,3,M,43,5,9,-,P,-,VENTURA,"THOUSAND OAKS",2024
84514444,2,1,4,M,29,7,1,-,-,0,VENTURA,OJAI,2024
84527718,2,1,4,M,36,6,1,-,-,1,VENTURA,"THOUSAND OAKS",2024
84563551,1,1,4,M,37,5,1,-,-,1,VENTURA,"THOUSAND OAKS",2024
84584746,1,1,4,F,50,6,1,-,-,1,VENTURA,"THOUSAND OAKS",2025
84586753,2,1,3,F,54,6,9,-,P,-,VENTURA,"SIMI VALLEY",2025
84589985,1,1,4,M,69,6,1,-,-,1,VENTURA,"THOUSAND OAKS",2025
84637051,2,1,3,M,31,5,9,-,P,-,VENTURA,"THOUSAND OAKS",2025
84706610,1,1,4,M,26,6,9,-,-,1,VENTURA,"THOUSAND OAKS",2025
84713901,1,1,4,M,18,6,1,-,-,1,VENTURA,"SIMI VALLEY",2025
84746943,2,1,3,F,22,7,9,-,P,-,VENTURA,"THOUSAND OAKS",2025
84752863,2,1,3,F,14,7,9,-,P,-,VENTURA,"THOUSAND OAKS",2025
84785492,1,1,4,M,26,7,1,-,-,0,VENTURA,CAMARILLO,2025
84800386,2,1,3,M,26,6,9,-,P,-,VENTURA,CAMARILLO,2025
84802129,1,1,4,M,11,5,1,-,P,2,VENTURA,"THOUSAND OAKS",2025
84847369,2,1,3,M,50,6,9,-,P,-,VENTURA,"SIMI VALLEY",2025
84867409,1,1,4,M,15,6,1,-,-,1,VENTURA,"THOUSAND OAKS",2025
84878899,2,1,3,M,43,7,9,-,P,-,VENTURA,"THOUSAND OAKS",2025
84895223,1,1,4,M,59,5,1,-,-,1,VENTURA,"THOUSAND OAKS",2025
84929438,1,1,3,M,71,6,9,-,P,-,VENTURA,CAMARILLO,2025
84934947,2,1,3,M,70,6,9,-,P,-,VENTURA,"THOUSAND OAKS",2025
84948184,1,1,4,M,13,6,1,-,A,1,VENTURA,"THOUSAND OAKS",2025
84953596,1,1,4,M,48,5,1,-,-,2,VENTURA,CAMARILLO,2025
84984690,2,1,4,M,17,6,9,-,V,-,VENTURA,OXNARD,2025
85025802,2,1,4,F,57,6,1,-,-,0,VENTURA,"THOUSAND OAKS",2026
85038048,2,1,4,M,64,5,1,-,-,1,VENTURA,OJAI,2026
85053355,2,1,4,M,14,6,9,-,V,-,VENTURA,OXNARD,2026
85053626,1,1,4,M,83,6,1,-,-,2,VENTURA,"SIMI VALLEY",2026
85081263,1,1,3,F,27,5,9,-,P,-,VENTURA,"THOUSAND OAKS",2025
85084637,1,1,3,F,15,6,9,-,-,-,VENTURA,OXNARD,2026
85084637,2,1,3,F,15,6,9,-,-,-,VENTURA,OXNARD,2026
85127485,2,1,3,M,31,7,9,-,-,-,VENTURA,OXNARD,2026
85127624,2,1,4,M,12,6,9,-,P,-,VENTURA,OXNARD,2026
85129096,1,1,4,F,14,6,1,-,-,2,VENTURA,"THOUSAND OAKS",2026
85134137,1,1,4,M,60,6,1,-,-,1,VENTURA,CAMARILLO,2026
85152213,2,1,4,M,49,5,9,-,A,-,VENTURA,OXNARD,2026
85162224,1,1,3,F,21,5,9,-,-,-,VENTURA,OXNARD,2026
85189443,2,1,4,F,50,6,9,-,V,-,VENTURA,OXNARD,2026
9017612,1,1,3,M,59,2,9,P,-,0,VENTURA,OXNARD,2020
9022423,2,1,4,M,28,6,1,P,V,0,VENTURA,VENTURA,2020
9032599,2,1,3,M,14,3,9,-,-,3,VENTURA,VENTURA,2020
9052391,2,1,3,M,37,4,9,-,-,3,VENTURA,"THOUSAND OAKS",2020
9055742,1,1,4,M,29,3,9,P,V,1,VENTURA,OXNARD,2020
9055814,2,1,4,M,24,4,9,P,V,1,VENTURA,OXNARD,2020
9062353,2,1,4,M,53,4,1,-,P,0,VENTURA,"THOUSAND OAKS",2020
9070241,2,1,3,M,14,3,9,P,-,0,VENTURA,OXNARD,2020
9075241,2,1,3,F,53,4,-,-,Z,-,VENTURA,"THOUSAND OAKS",2020
9079407,1,1,2,M,18,0,3,M,G,0,VENTURA,OXNARD,2020
9079407,2,1,3,M,35,3,-,-,P,0,VENTURA,OXNARD,2020
9081395,1,1,4,M,31,3,-,P,V,1,VENTURA,OXNARD,2020
9093250,2,1,3,M,24,3,0,P,-,0,VENTURA,VENTURA,2020
9093250,3,1,3,M,49,3,0,P,-,0,VENTURA,VENTURA,2020
9097363,2,1,4,M,54,4,1,-,-,-,VENTURA,VENTURA,2020
9098750,2,1,3,F,72,3,-,-,P,-,VENTURA,"THOUSAND OAKS",2020
9100337,1,1,4,M,14,4,-,-,-,-,VENTURA,"SANTA PAULA",2020
9100337,1,2,2,M,21,0,6,M,B,0,VENTURA,"SANTA PAULA",2020
9108916,1,1,4,M,11,4,-,P,W,3,VENTURA,OXNARD,2020
9109924,1,1,4,M,35,3,1,P,-,0,VENTURA,VENTURA,2020
91174114,1,1,4,M,27,7,1,-,W,0,VENTURA,UNINCORPORATED,2020
91186254,2,1,4,M,49,6,1,-,W,1,VENTURA,UNINCORPORATED,2020
9124401,1,1,4,M,55,4,1,P,V,0,VENTURA,OXNARD,2020
9125091,2,1,4,M,66,2,-,-,P,1,VENTURA,OXNARD,2020
9129335,2,1,3,M,38,3,-,P,-,0,VENTURA,OXNARD,2020
9131854,2,1,3,F,30,7,-,P,-,0,VENTURA,VENTURA,2020
9138079,2,1,4,M,31,3,-,P,W,1,VENTURA,OXNARD,2020
9138189,1,1,4,M,15,3,1,P,V,1,VENTURA,OXNARD,2020
91384052,2,1,4,M,18,7,1,-,V,2,VENTURA,UNINCORPORATED,2020
9147766,1,1,3,M,42,3,-,P,-,-,VENTURA,CAMARILLO,2020
91496269,1,1,4,M,58,6,0,P,W,1,VENTURA,UNINCORPORATED,2021
9150940,1,1,3,M,52,4,-,P,-,0,VENTURA,OXNARD,2020
9151478,1,1,4,M,15,3,-,P,V,0,VENTURA,OXNARD,2020
9151478,2,1,2,M,27,0,2,P,X,1,VENTURA,OXNARD,2020
91541839,2,1,4,F,59,5,1,P,P,1,VENTURA,UNINCORPORATED,2021
91578219,1,1,3,F,39,5,0,P,P,0,VENTURA,UNINCORPORATED,2021
91611486,2,1,3,M,34,6,0,P,P,-,VENTURA,UNINCORPORATED,2021
91645785,1,1,3,M,11,6,0,P,P,-,VENTURA,UNINCORPORATED,2021
9168843,2,1,3,M,16,6,-,-,-,0,VENTURA,VENTURA,2020
9169335,1,1,4,M,18,4,1,P,V,0,VENTURA,OXNARD,2020
91699052,1,1,3,M,43,1,0,P,-,0,VENTURA,UNINCORPORATED,2021
9172089,1,1,4,M,66,3,1,-,W,1,VENTURA,OJAI,2020
9182602,2,1,3,M,20,4,-,-,P,-,VENTURA,OXNARD,2020
91831551,2,1,3,M,62,6,0,P,P,0,VENTURA,UNINCORPORATED,2022
9184213,2,1,3,F,73,2,-,-,-,-,VENTURA,VENTURA,2020
9185442,1,1,3,M,5,3,-,-,P,0,VENTURA,OXNARD,2020
9187095,4,1,3,M,53,3,-,-,-,-,VENTURA,VENTURA,2020
9187263,1,1,4,F,69,4,-,-,-,-,VENTURA,VENTURA,2020
9187268,1,1,4,M,41,6,1,P,-,0,VENTURA,VENTURA,2020
91874237,1,1,4,M,41,5,0,P,P,1,VENTURA,UNINCORPORATED,2022
91899084,2,1,3,M,24,6,0,P,P,-,VENTURA,UNINCORPORATED,2022
9192366,2,1,4,M,71,3,1,P,-,2,VENTURA,MOORPARK,2020
91927661,1,1,4,M,80,6,0,P,P,1,VENTURA,UNINCORPORATED,2022
91927661,2,1,4,M,47,6,0,P,P,1,VENTURA,UNINCORPORATED,2022
91933764,2,1,3,M,53,7,0,P,P,0,VENTURA,UNINCORPORATED,2022
91937732,2,1,3,M,31,7,0,P,P,0,VENTURA,UNINCORPORATED,2022
91958270,2,1,4,F,32,7,0,P,W,0,VENTURA,UNINCORPORATED,2022
9196015,2,1,3,F,62,4,-,P,-,0,VENTURA,OXNARD,2020
9200390,1,1,3,M,8,3,-,P,-,0,VENTURA,OXNARD,2020
9200390,2,1,2,F,50,0,4,M,G,0,VENTURA,OXNARD,2020
9200390,2,2,2,F,16,0,6,M,G,0,VENTURA,OXNARD,2020
9200390,2,3,2,F,44,0,3,M,G,0,VENTURA,OXNARD,2020
9200723,2,1,3,M,37,4,-,P,-,0,VENTURA,OXNARD,2020
92036584,2,1,3,M,62,7,0,P,P,0,VENTURA,UNINCORPORATED,2023
9204339,2,1,4,M,27,4,-,P,W,0,VENTURA,OXNARD,2020
92045065,1,1,4,M,59,6,0,P,W,1,VENTURA,UNINCORPORATED,2023
92079137,1,1,3,F,12,7,0,P,P,1,VENTURA,UNINCORPORATED,2023
92105380,1,1,3,F,998,6,0,P,P,0,VENTURA,VENTURA,2023
92108541,1,1,4,F,64,7,0,P,P,1,VENTURA,UNINCORPORATED,2023
9211648,1,1,3,M,34,1,-,-,-,0,VENTURA,VENTURA,2020
9216747,1,1,3,F,25,2,1,P,-,0,VENTURA,VENTURA,2020
9216747,2,1,1,M,38,3,1,P,W,0,VENTURA,VENTURA,2020
9217773,1,1,3,M,18,3,-,-,P,-,VENTURA,CAMARILLO,2021
9217773,2,1,2,F,16,0,3,M,G,0,VENTURA,CAMARILLO,2021
9218345,2,1,4,M,14,6,-,-,-,-,VENTURA,VENTURA,2021
9218620,1,1,3,M,33,3,-,-,-,-,VENTURA,VENTURA,2020
9218620,2,1,1,M,32,3,1,M,G,0,VENTURA,VENTURA,2020
92238389,2,1,4,F,51,7,0,P,W,0,VENTURA,UNINCORPORATED,2023
9224656,1,1,3,F,31,3,-,P,-,0,VENTURA,OXNARD,2021
9226341,2,1,4,M,69,6,0,P,-,3,VENTURA,VENTURA,2021
9227930,2,1,4,M,14,3,1,-,A,0,VENTURA,"THOUSAND OAKS",2021
9231572,2,1,3,M,31,4,-,P,-,0,VENTURA,OXNARD,2021
92317763,1,1,3,M,33,5,0,P,P,0,VENTURA,VENTURA,2024
92327480,1,1,1,M,44,6,1,P,W,0,VENTURA,UNINCORPORATED,2024
92327480,2,1,3,M,22,6,0,P,P,0,VENTURA,UNINCORPORATED,2024
9233204,1,1,4,M,11,6,-,-,-,-,VENTURA,VENTURA,2021
92379798,2,1,3,M,19,6,0,P,P,1,VENTURA,OXNARD,2024
92381596,2,1,3,M,11,6,0,P,P,0,VENTURA,UNINCORPORATED,2024
9239240,2,1,3,M,35,4,-,P,-,0,VENTURA,OXNARD,2021
9241071,2,1,3,F,22,3,-,P,-,0,VENTURA,OXNARD,2021
92444533,1,1,1,F,61,6,1,L,G,0,VENTURA,UNINCORPORATED,2024
92444533,2,1,2,M,30,6,8,P,P,1,VENTURA,UNINCORPORATED,2024
9250031,2,1,4,M,38,3,1,P,-,1,VENTURA,MOORPARK,2021
9252429,1,1,4,-,17,3,-,-,-,0,VENTURA,OXNARD,2021
9252431,1,1,4,F,13,3,-,P,V,1,VENTURA,OXNARD,2021
9252870,2,1,3,M,20,4,-,P,-,0,VENTURA,OXNARD,2021
9255662,2,1,3,F,64,3,-,-,P,0,VENTURA,OXNARD,2021
9258596,1,1,3,F,11,3,-,-,Z,-,VENTURA,OJAI,2021
9261382,1,1,4,M,10,3,0,A,-,1,VENTURA,FILLMORE,2021
9261382,2,1,2,M,15,0,3,M,G,0,VENTURA,FILLMORE,2021
9261802,1,1,3,M,17,4,-,P,-,0,VENTURA,OXNARD,2021
9261822,1,1,4,M,74,3,-,P,V,1,VENTURA,OXNARD,2021
9270782,2,1,4,M,39,3,1,-,-,-,VENTURA,OXNARD,2021
9274021,1,1,4,F,15,4,-,P,W,1,VENTURA,OXNARD,2021
9274891,2,1,3,M,42,4,-,-,P,-,VENTURA,"PORT HUENEME",2021
9277124,2,1,3,M,10,3,-,P,V,0,VENTURA,OXNARD,2021
9279386,1,1,4,F,16,3,-,-,-,-,VENTURA,VENTURA,2021
9280100,1,1,3,F,43,6,-,-,-,-,VENTURA,VENTURA,2021
9284481,2,1,3,F,18,4,-,P,-,0,VENTURA,OXNARD,2021
9339332,1,1,4,M,44,4,0,M,O,0,VENTURA,"SANTA PAULA",2021
9347133,3,1,3,F,23,7,0,P,-,0,VENTURA,VENTURA,2021
9347133,5,1,3,F,43,7,-,P,-,0,VENTURA,VENTURA,2021
9353050,1,1,4,M,22,6,-,P,-,-,VENTURA,VENTURA,2021
9354356,1,1,3,F,51,2,-,-,-,-,VENTURA,VENTURA,2021
9362582,1,1,2,M,21,0,3,L,G,0,VENTURA,OXNARD,2021
9362582,1,2,2,F,21,0,3,L,G,0,VENTURA,OXNARD,2021
9362582,2,1,3,M,76,1,-,-,-,1,VENTURA,OXNARD,2021
9368191,2,1,4,M,31,6,1,P,-,0,VENTURA,VENTURA,2021
9368610,2,1,4,M,3,3,-,-,W,1,VENTURA,VENTURA,2021
9370678,2,1,3,F,37,2,-,P,-,0,VENTURA,OXNARD,2021
9370678,3,1,3,M,37,2,-,P,-,0,VENTURA,OXNARD,2021
9370678,5,1,1,M,25,4,-,P,-,0,VENTURA,OXNARD,2021
9370696,2,1,4,M,57,3,-,P,-,0,VENTURA,OXNARD,2021
9372754,1,1,3,M,31,2,-,P,-,0,VENTURA,OXNARD,2021
9372754,2,1,2,M,62,0,3,M,-,-,VENTURA,OXNARD,2021
9373052,2,1,3,F,37,3,-,P,-,0,VENTURA,OXNARD,2021
9373052,3,1,3,M,14,4,-,P,-,-,VENTURA,OXNARD,2021
9377862,1,1,4,M,89,2,-,P,W,2,VENTURA,OXNARD,2021
9381538,2,1,3,M,6,6,-,P,-,0,VENTURA,VENTURA,2022
9392043,2,1,3,F,37,6,-,-,P,-,VENTURA,VENTURA,2021
94020918,1,1,4,M,15,6,1,P,W,1,VENTURA,UNINCORPORATED,2024
9404113,2,1,3,F,16,4,-,P,-,0,VENTURA,OXNARD,2022
9407662,2,1,3,M,51,3,-,P,-,0,VENTURA,OXNARD,2022
9407679,1,1,3,M,29,2,-,P,-,0,VENTURA,OXNARD,2022
9413896,2,1,3,F,40,4,-,P,-,0,VENTURA,OXNARD,2022
9419350,2,1,3,M,42,3,-,P,-,0,VENTURA,OXNARD,2022
9420340,1,1,4,M,61,6,1,P,V,-,VENTURA,VENTURA,2022
9434783,2,1,3,M,60,6,0,P,-,0,VENTURA,VENTURA,2022
94390632,1,1,4,M,36,5,0,P,V,1,VENTURA,UNINCORPORATED,2024
9440043,1,1,3,M,42,3,-,P,-,0,VENTURA,OXNARD,2022
9440957,1,1,4,M,16,3,1,P,V,0,VENTURA,OXNARD,2022
94443623,2,1,3,M,88,1,0,P,P,0,VENTURA,UNINCORPORATED,2024
9444543,2,1,3,F,33,6,1,P,-,0,VENTURA,VENTURA,2022
9448277,2,1,3,M,62,6,-,-,P,0,VENTURA,VENTURA,2022
94490538,1,1,3,M,23,1,0,P,P,1,VENTURA,OXNARD,2024
94567532,1,1,4,M,14,6,0,P,P,1,VENTURA,UNINCORPORATED,2025
9458227,2,1,4,F,25,4,1,P,-,-,VENTURA,OXNARD,2022
9458426,1,1,4,M,42,4,1,P,V,0,VENTURA,VENTURA,2022
94593194,1,1,4,M,20,5,0,P,V,1,VENTURA,UNINCORPORATED,2025
94598782,1,1,4,M,12,5,0,P,P,1,VENTURA,OXNARD,2025
9460607,2,1,3,M,27,7,-,-,-,-,VENTURA,VENTURA,2022
94609102,2,1,3,M,55,5,0,P,P,0,VENTURA,"SIMI VALLEY",2024
94675867,2,1,3,M,45,6,0,P,P,0,VENTURA,UNINCORPORATED,2025
9469641,2,1,4,M,57,4,-,P,V,1,VENTURA,OXNARD,2023
9469730,1,1,4,M,69,4,1,P,V,1,VENTURA,OXNARD,2023
9469730,2,1,2,F,61,0,3,M,-,0,VENTURA,OXNARD,2023
94697726,1,1,4,M,11,5,0,P,V,0,VENTURA,UNINCORPORATED,2025
9469816,1,1,4,M,56,3,-,P,V,2,VENTURA,OXNARD,2023
9469918,1,1,3,M,1,3,-,M,G,0,VENTURA,OXNARD,2023
9472153,2,1,4,M,18,3,1,P,V,0,VENTURA,OXNARD,2022
9472166,1,1,3,M,18,3,-,P,-,0,VENTURA,OXNARD,2022
94746682,1,1,4,M,76,6,0,P,P,1,VENTURA,UNINCORPORATED,2025
94770370,2,1,3,F,43,1,0,P,P,0,VENTURA,UNINCORPORATED,2024
94806896,1,1,5,M,12,6,0,-,W,1,VENTURA,UNINCORPORATED,2025
94897629,1,1,4,M,65,5,0,P,W,1,VENTURA,UNINCORPORATED,2025
9493737,1,1,3,M,65,6,0,P,-,0,VENTURA,VENTURA,2022
9508083,1,1,4,M,15,7,1,1,V,1,VENTURA,VENTURA,2022
9508084,2,1,3,M,54,6,-,-,-,-,VENTURA,VENTURA,2022
9508438,2,1,4,M,67,4,-,P,V,2,VENTURA,OXNARD,2022
9509819,1,1,4,M,53,4,1,-,W,1,VENTURA,"PORT HUENEME",2022
95100553,2,1,3,F,70,6,0,-,-,0,VENTURA,UNINCORPORATED,2026
9521496,1,1,3,M,41,2,-,P,-,0,VENTURA,OXNARD,2022
9521687,2,1,4,M,52,3,-,P,V,0,VENTURA,OXNARD,2022
9521917,2,1,4,M,17,4,1,P,V,2,VENTURA,OXNARD,2022
9521930,1,1,3,M,48,4,-,P,-,0,VENTURA,OXNARD,2022
9526062,1,1,3,F,56,3,-,P,-,0,VENTURA,OXNARD,2023
9526062,2,1,2,F,51,0,3,M,G,0,VENTURA,OXNARD,2023
9526347,1,1,2,F,10,0,3,M,G,0,VENTURA,VENTURA,2023
9526347,2,1,3,F,85,5,-,-,-,-,VENTURA,VENTURA,2023
9531533,1,1,4,M,14,2,-,P,V,1,VENTURA,OXNARD,2022
9535026,2,1,3,M,59,6,0,P,-,0,VENTURA,VENTURA,2023
9537073,1,1,4,M,26,3,-,P,V,1,VENTURA,OXNARD,2022
9537518,1,1,4,M,56,4,-,P,V,0,VENTURA,OXNARD,2022
9537518,2,1,2,M,6,0,5,M,Q,0,VENTURA,OXNARD,2022
9537518,2,2,2,M,6,0,6,M,Q,0,VENTURA,OXNARD,2022
9549146,1,1,4,M,73,6,1,P,V,0,VENTURA,VENTURA,2023
9549613,1,1,4,M,16,3,9,M,A,-,VENTURA,"SANTA PAULA",2022
9559419,2,1,4,M,14,6,-,-,-,-,VENTURA,VENTURA,2023
