CASE_ID,PARTY_NUMBER,VICTIM_NUMBER,VICTIM_ROLE,VICTIM_SEX,VICTIM_AGE,VICTIM_DEGREE_OF_INJURY,VICTIM_SEATING_POSITION,VICTIM_SAFETY_EQUIP_1,VICTIM_SAFETY_EQUIP_2,VICTIM_EJECTED,COUNTY,CITY,ACCIDENT_YEAR
9563578,2,1,3,M,75,5,-,P,-,-,VENTURA,VENTURA,2023
9571776,1,1,4,F,19,4,-,P,V,1,VENTURA,OXNARD,2023
9576726,2,1,3,M,77,3,-,P,-,0,VENTURA,OXNARD,2023
9579193,1,1,4,M,45,4,-,P,V,1,VENTURA,OXNARD,2023
9589280,2,1,4,M,15,3,-,P,V,1,VENTURA,OXNARD,2023
9590201,2,1,4,F,17,6,-,-,-,-,VENTURA,VENTURA,2023
9591988,2,1,3,M,37,3,-,-,-,-,VENTURA,VENTURA,2023
9591988,3,1,3,F,33,3,-,-,-,-,VENTURA,VENTURA,2023
9592716,1,1,4,-,13,6,-,P,V,-,VENTURA,VENTURA,2023
9592716,2,1,2,M,7,0,6,M,Q,0,VENTURA,VENTURA,2023
9592716,2,2,2,M,12,0,5,M,G,0,VENTURA,VENTURA,2023
9592716,2,3,2,F,13,0,3,M,G,0,VENTURA,VENTURA,2023
9592716,2,4,2,M,998,0,4,M,Q,0,VENTURA,VENTURA,2023
9607628,1,1,4,M,53,6,1,-,-,0,VENTURA,VENTURA,2023
9609432,2,1,4,M,43,3,-,P,-,2,VENTURA,OXNARD,2023
9619918,1,1,4,M,32,4,-,M,A,3,VENTURA,"SANTA PAULA",2023
9627414,1,1,3,F,13,3,-,P,-,0,VENTURA,OXNARD,2023
9627428,2,1,3,F,11,3,-,P,-,0,VENTURA,OXNARD,2023
9635732,2,1,3,F,73,5,-,-,-,-,VENTURA,VENTURA,2023
9638673,2,1,3,M,21,6,-,P,-,0,VENTURA,VENTURA,2023
9643008,2,1,3,F,46,2,-,P,W,1,VENTURA,OXNARD,2023
9643289,2,1,3,F,53,4,-,P,-,0,VENTURA,OXNARD,2023
9643339,1,1,4,M,61,3,-,P,-,-,VENTURA,OXNARD,2023
9643477,2,1,4,M,14,4,-,P,V,2,VENTURA,OXNARD,2023
9654010,2,1,4,M,15,3,-,P,V,1,VENTURA,OXNARD,2023
9655828,1,1,4,F,56,6,1,P,W,2,VENTURA,VENTURA,2024
9657263,2,1,4,M,19,3,-,P,V,1,VENTURA,OXNARD,2024
9657368,1,1,4,F,34,4,-,P,A,0,VENTURA,OXNARD,2024
9667142,2,1,3,M,50,4,-,P,-,0,VENTURA,OXNARD,2024
9668838,2,1,4,M,28,4,-,P,W,0,VENTURA,OXNARD,2024
9671672,2,1,3,M,93,6,-,-,-,0,VENTURA,VENTURA,2024
9672962,1,1,2,M,10,0,3,M,G,0,VENTURA,VENTURA,2024
9672962,2,1,3,M,37,7,-,-,-,-,VENTURA,VENTURA,2024
9673183,2,1,5,F,20,4,-,P,V,1,VENTURA,OXNARD,2024
9686637,2,1,3,M,47,6,-,P,-,-,VENTURA,VENTURA,2024
9687122,2,1,4,F,52,6,0,P,W,1,VENTURA,VENTURA,2024
9691489,1,1,4,F,43,3,-,P,-,0,VENTURA,OXNARD,2024
9691491,1,1,3,M,14,4,-,P,-,0,VENTURA,OXNARD,2024
9691491,2,1,2,F,17,0,3,M,G,0,VENTURA,OXNARD,2024
9691491,2,2,2,M,15,0,6,M,G,0,VENTURA,OXNARD,2024
9706947,2,1,3,M,34,4,-,P,-,0,VENTURA,OXNARD,2024
9706964,1,1,3,M,10,4,-,P,-,0,VENTURA,OXNARD,2024
9708256,1,1,4,F,42,6,0,P,V,1,VENTURA,VENTURA,2024
9708256,2,1,3,M,33,6,0,-,-,-,VENTURA,VENTURA,2024
9709212,1,1,4,M,27,6,-,P,V,0,VENTURA,VENTURA,2024
9710628,2,1,3,F,40,6,-,-,-,-,VENTURA,VENTURA,2024
9713217,1,1,2,F,16,0,3,M,G,0,VENTURA,VENTURA,2024
9713217,1,2,2,F,16,0,5,M,G,0,VENTURA,VENTURA,2024
9713217,2,1,3,F,16,6,0,P,-,0,VENTURA,VENTURA,2024
9714516,2,1,3,M,56,2,-,P,-,0,VENTURA,OXNARD,2024
9716249,1,1,4,M,57,6,-,-,-,-,VENTURA,VENTURA,2024
9716516,1,1,3,M,27,3,-,P,-,0,VENTURA,OXNARD,2024
9717892,2,1,3,M,64,4,-,P,-,0,VENTURA,OXNARD,2024
9718916,2,1,4,M,40,6,-,P,V,0,VENTURA,VENTURA,2024
9720487,1,1,4,M,26,7,-,-,-,-,VENTURA,VENTURA,2024
9724323,2,1,3,F,30,2,-,N,P,0,VENTURA,OXNARD,2024
9724985,2,1,3,M,60,5,-,-,-,-,VENTURA,VENTURA,2024
9727933,2,1,3,F,30,6,-,-,-,-,VENTURA,VENTURA,2024
9733684,2,1,3,M,5,4,-,P,-,0,VENTURA,OXNARD,2024
9733684,3,1,3,F,25,4,-,P,-,0,VENTURA,OXNARD,2024
9736052,1,1,3,F,21,3,-,P,-,0,VENTURA,OXNARD,2024
9738986,2,1,3,F,66,4,-,P,-,0,VENTURA,OXNARD,2024
9740259,1,1,2,M,15,0,3,M,B,0,VENTURA,VENTURA,2024
9740259,2,1,4,M,44,5,-,P,W,1,VENTURA,VENTURA,2024
9742293,2,1,3,M,12,3,-,P,-,0,VENTURA,OXNARD,2024
9742294,1,1,4,M,28,4,-,P,V,2,VENTURA,OXNARD,2024
9742310,2,1,3,M,18,4,-,P,-,-,VENTURA,OXNARD,2024
9744634,1,1,4,M,68,3,-,P,V,0,VENTURA,OXNARD,2024
9751491,1,1,3,F,65,1,-,P,-,0,VENTURA,OXNARD,2023
9754631,2,1,3,F,68,2,-,P,-,0,VENTURA,OXNARD,2024
9755234,2,1,4,F,21,6,1,N,V,0,VENTURA,VENTURA,2024
9756460,1,1,3,M,15,6,-,-,-,0,VENTURA,VENTURA,2024
9760349,2,1,4,M,81,4,-,P,V,0,VENTURA,OXNARD,2024
9763527,2,1,3,F,24,4,-,P,-,0,VENTURA,OXNARD,2024
9766070,2,1,3,F,14,6,-,-,-,-,VENTURA,VENTURA,2025
9770863,1,1,4,M,50,5,0,P,V,0,VENTURA,VENTURA,2024
9770884,2,1,4,M,12,6,-,-,-,-,VENTURA,VENTURA,2024
9777725,2,1,4,M,11,6,1,P,W,0,VENTURA,VENTURA,2025
9777727,2,1,4,M,58,6,1,P,W,1,VENTURA,VENTURA,2025
9781628,2,1,3,M,12,4,-,P,-,0,VENTURA,OXNARD,2025
9781702,1,1,1,F,43,4,1,L,G,0,VENTURA,OXNARD,2024
9781702,1,2,2,F,17,4,3,L,G,0,VENTURA,OXNARD,2024
9781702,2,1,4,M,14,4,-,P,V,0,VENTURA,OXNARD,2024
9781704,2,1,3,F,60,4,-,-,P,1,VENTURA,OXNARD,2024
9784333,1,1,2,F,20,0,3,M,G,0,VENTURA,OXNARD,2025
9784333,2,1,3,M,49,4,-,-,P,0,VENTURA,OXNARD,2025
9787189,2,1,3,-,38,6,-,-,-,-,VENTURA,VENTURA,2025
9787189,3,1,3,-,45,6,-,-,-,-,VENTURA,VENTURA,2025
9787189,4,1,3,-,61,7,-,-,-,-,VENTURA,VENTURA,2025
9794378,1,1,4,M,17,4,0,P,V,2,VENTURA,VENTURA,2025
9794379,1,1,4,M,57,4,0,P,V,0,VENTURA,VENTURA,2025
9808028,2,1,4,F,65,6,1,-,-,1,VENTURA,VENTURA,2025
9813343,1,1,4,M,77,3,1,M,V,1,VENTURA,OXNARD,2025
9814262,1,1,4,M,33,4,1,P,X,1,VENTURA,VENTURA,2025
9814961,1,1,4,M,42,4,1,P,V,0,VENTURA,OXNARD,2025
9814975,2,1,4,M,29,7,0,P,-,0,VENTURA,VENTURA,2025
9815277,1,1,4,M,15,3,1,N,V,2,VENTURA,OXNARD,2025
9815277,2,1,2,M,14,0,4,M,G,0,VENTURA,OXNARD,2025
9815277,2,2,2,F,14,0,5,M,G,0,VENTURA,OXNARD,2025
9815277,2,3,2,F,5,0,6,M,G,0,VENTURA,OXNARD,2025
9815277,2,4,2,F,37,0,3,M,G,0,VENTURA,OXNARD,2025
9817992,1,1,1,M,15,3,-,P,-,2,VENTURA,OXNARD,2025
9818017,2,1,3,F,19,4,-,P,-,0,VENTURA,OXNARD,2025
9819192,1,1,4,F,30,6,-,-,-,0,VENTURA,VENTURA,2025
9828963,2,1,4,M,21,4,-,P,W,0,VENTURA,OXNARD,2025
9829019,2,1,4,M,51,4,1,P,V,1,VENTURA,OXNARD,2025
9833698,2,1,3,F,61,4,-,P,-,0,VENTURA,OXNARD,2025
9866451,1,1,4,M,19,6,1,P,-,2,VENTURA,VENTURA,2025
9868372,2,1,4,M,62,5,-,-,-,-,VENTURA,VENTURA,2025
9871611,1,1,4,M,53,7,-,-,-,-,VENTURA,VENTURA,2025
9874117,2,1,4,M,11,6,1,-,V,0,VENTURA,"PORT HUENEME",2025
9882229,2,1,3,M,32,3,-,P,-,0,VENTURA,OXNARD,2025
9883529,1,1,4,M,57,6,1,-,-,-,VENTURA,VENTURA,2025
9883529,2,1,2,M,6,0,4,-,-,-,VENTURA,VENTURA,2025
9883529,2,2,2,F,7,0,6,-,-,-,VENTURA,VENTURA,2025
9885566,1,1,3,F,12,3,-,P,-,0,VENTURA,OXNARD,2025
9885566,2,1,3,M,11,3,-,P,-,0,VENTURA,OXNARD,2025
9885574,1,1,4,M,72,3,-,P,W,1,VENTURA,OXNARD,2025
9885600,2,1,3,F,40,4,-,P,-,0,VENTURA,OXNARD,2025
9889939,1,1,4,M,14,6,-,-,-,-,VENTURA,VENTURA,2025
9891821,2,1,3,F,25,3,-,P,-,0,VENTURA,OXNARD,2025
9891974,2,1,4,M,66,6,1,P,W,1,VENTURA,VENTURA,2025
9893061,1,1,4,M,38,6,-,P,V,0,VENTURA,VENTURA,2025
9893064,2,1,4,M,22,6,2,P,V,1,VENTURA,VENTURA,2025
9895871,2,1,3,M,14,3,-,P,V,1,VENTURA,OXNARD,2025
9895877,1,1,4,M,21,4,-,M,P,3,VENTURA,OXNARD,2025
9898193,2,1,3,M,63,1,-,P,-,-,VENTURA,VENTURA,2025
9901373,1,1,4,M,14,3,-,-,P,0,VENTURA,OXNARD,2025
9902063,3,1,3,F,55,7,0,-,-,-,VENTURA,VENTURA,2025
9903837,1,1,4,F,13,3,1,P,V,1,VENTURA,OXNARD,2026
9908738,1,1,3,M,39,4,-,P,-,-,VENTURA,OXNARD,2025
9910668,2,1,4,-,27,4,1,P,V,1,VENTURA,VENTURA,2026
9910674,1,1,3,M,72,6,-,P,-,0,VENTURA,VENTURA,2026
9912485,1,1,4,-,37,6,-,-,-,-,VENTURA,VENTURA,2026
9912485,2,1,2,F,14,0,3,M,G,0,VENTURA,VENTURA,2026
9912485,2,2,2,F,13,0,-,M,G,0,VENTURA,VENTURA,2026
9913706,2,1,3,F,33,4,-,P,-,3,VENTURA,OXNARD,2026
9914688,1,1,2,F,2,0,6,M,Q,0,VENTURA,VENTURA,2026
9914688,1,2,2,M,4,0,4,M,Q,0,VENTURA,VENTURA,2026
9914688,1,3,2,M,59,0,3,M,G,0,VENTURA,VENTURA,2026
9914688,2,1,3,M,85,6,0,P,-,0,VENTURA,VENTURA,2026
8008548,1,1,3,M,73,4,-,P,-,0,VENTURA,OXNARD,2020
81381839,2,1,3,M,27,6,9,-,P,-,VENTURA,"SIMI VALLEY",2020
81381885,2,1,4,M,26,7,9,-,P,3,VENTURA,"SIMI VALLEY",2020
81381931,1,1,4,M,39,6,1,-,V,1,VENTURA,"SIMI VALLEY",2020
81381985,2,1,4,M,27,6,9,-,W,1,VENTURA,"SIMI VALLEY",2020
81381991,2,1,3,F,22,7,9,-,P,-,VENTURA,"SIMI VALLEY",2020
81382076,2,1,4,M,55,6,9,-,-,1,VENTURA,"SIMI VALLEY",2020
81382162,2,1,3,M,68,7,9,-,P,-,VENTURA,"SIMI VALLEY",2020
81382165,2,1,4,M,25,7,1,-,X,0,VENTURA,"SIMI VALLEY",2020
81382171,2,1,3,F,39,7,9,-,-,-,VENTURA,"SIMI VALLEY",2020
81382272,1,1,3,M,30,5,9,-,-,-,VENTURA,"SIMI VALLEY",2020
81382407,1,1,4,F,19,6,9,-,P,1,VENTURA,"SIMI VALLEY",2020
81382414,2,1,3,F,20,7,9,-,P,-,VENTURA,"SIMI VALLEY",2020
81382524,2,1,3,F,69,7,9,-,-,-,VENTURA,"SIMI VALLEY",2021
81383823,1,1,4,M,65,7,9,-,P,2,VENTURA,"SIMI VALLEY",2020
81477076,2,1,3,F,46,7,9,-,P,-,VENTURA,"SIMI VALLEY",2021
81477076,3,1,3,F,42,6,9,-,P,-,VENTURA,"SIMI VALLEY",2021
81477088,1,1,4,M,34,6,9,-,-,0,VENTURA,"SIMI VALLEY",2021
81540580,2,1,4,-,13,6,1,-,A,3,VENTURA,MOORPARK,2021
81567936,1,1,4,-,12,6,1,-,Y,1,VENTURA,"THOUSAND OAKS",2021
81570483,1,1,3,-,28,5,9,-,P,-,VENTURA,CAMARILLO,2021
81576218,2,1,3,-,52,5,9,-,P,-,VENTURA,"THOUSAND OAKS",2021
81577383,2,1,4,-,70,7,1,-,W,2,VENTURA,CAMARILLO,2021
81612950,2,1,3,-,73,6,9,-,P,-,VENTURA,CAMARILLO,2021
81622196,2,1,3,-,41,7,9,-,-,-,VENTURA,"THOUSAND OAKS",2021
81642813,1,1,4,-,22,6,1,-,W,1,VENTURA,OJAI,2021
81655566,2,1,4,-,13,6,9,-,V,1,VENTURA,OJAI,2021
81659499,2,1,3,-,52,7,9,-,P,-,VENTURA,"THOUSAND OAKS",2021
81659511,2,1,3,-,63,6,9,-,-,-,VENTURA,OJAI,2021
81659515,2,1,4,-,38,6,1,-,W,2,VENTURA,"THOUSAND OAKS",2021
81667930,1,1,4,-,70,5,9,-,P,0,VENTURA,OJAI,2021
81672280,1,1,3,M,33,7,9,-,P,-,VENTURA,"SIMI VALLEY",2021
81672336,2,1,4,M,26,6,1,-,W,1,VENTURA,"SIMI VALLEY",2021
81672373,2,1,4,M,83,6,1,-,P,1,VENTURA,"SIMI VALLEY",2021
81672379,1,1,3,M,13,6,9,-,P,-,VENTURA,"SIMI VALLEY",2021
81672392,1,1,4,M,27,5,1,-,P,2,VENTURA,"SIMI VALLEY",2021
81672461,2,1,3,M,17,6,9,-,-,-,VENTURA,"SIMI VALLEY",2021
81672506,1,1,3,F,34,6,9,-,P,-,VENTURA,"SIMI VALLEY",2021
81672594,2,1,3,M,43,6,9,-,P,-,VENTURA,"SIMI VALLEY",2021
81672640,2,1,3,M,18,7,9,-,P,-,VENTURA,"SIMI VALLEY",2021
81677055,2,1,4,M,46,6,1,-,A,1,VENTURA,"SIMI VALLEY",2022
81705382,2,1,4,M,46,6,9,-,A,2,VENTURA,"SIMI VALLEY",2022
81706474,2,1,3,-,33,6,9,-,P,-,VENTURA,"THOUSAND OAKS",2022
81717244,1,1,3,-,48,6,9,-,P,-,VENTURA,CAMARILLO,2022
81728566,1,1,4,-,26,7,1,-,V,2,VENTURA,CAMARILLO,2022
81730453,2,1,3,-,12,6,9,-,P,-,VENTURA,"THOUSAND OAKS",2022
81730453,3,1,3,-,18,6,9,-,P,-,VENTURA,"THOUSAND OAKS",2022
81763844,2,1,3,M,34,6,9,-,-,-,VENTURA,"SIMI VALLEY",2022
81773505,2,1,3,-,16,7,9,-,P,-,VENTURA,CAMARILLO,2022
81773562,2,1,3,-,88,5,9,-,P,-,VENTURA,"THOUSAND OAKS",2022
81775540,1,1,4,M,12,6,1,-,P,1,VENTURA,"SIMI VALLEY",2022
81800602,1,1,3,-,13,5,9,-,-,-,VENTURA,MOORPARK,2022
81812602,2,1,4,-,61,6,1,-,A,0,VENTURA,"THOUSAND OAKS",2022
81825727,2,1,4,M,71,1,9,-,P,1,VENTURA,"SIMI VALLEY",2021
81846203,2,1,3,-,29,6,9,-,P,-,VENTURA,CAMARILLO,2022
81856624,1,1,3,-,13,7,9,-,P,-,VENTURA,"THOUSAND OAKS",2022
81867474,1,1,4,-,65,7,1,-,P,1,VENTURA,OJAI,2022
81882477,2,1,4,-,30,6,1,-,V,0,VENTURA,"THOUSAND OAKS",2022
81891117,1,1,3,-,16,7,9,-,P,-,VENTURA,CAMARILLO,2022
81894818,2,1,3,-,33,7,9,-,P,-,VENTURA,"THOUSAND OAKS",2022
81909436,2,1,4,-,63,7,1,-,-,0,VENTURA,OJAI,2022
81919914,1,1,4,-,51,6,1,-,V,0,VENTURA,"THOUSAND OAKS",2022
81922658,1,1,3,-,60,5,9,-,P,-,VENTURA,MOORPARK,2022
81922670,2,1,3,-,18,7,9,-,P,-,VENTURA,FILLMORE,2022
81929795,2,1,3,F,29,6,9,-,P,-,VENTURA,"SIMI VALLEY",2022
81950938,1,1,3,-,22,6,9,-,P,-,VENTURA,"THOUSAND OAKS",2022
81950950,2,1,1,-,83,6,1,M,G,0,VENTURA,"THOUSAND OAKS",2022
81953850,2,1,3,-,9,6,9,-,P,-,VENTURA,CAMARILLO,2022
81954943,1,1,3,-,54,6,9,-,P,-,VENTURA,"THOUSAND OAKS",2022
81954970,2,1,4,-,67,6,1,-,W,1,VENTURA,"THOUSAND OAKS",2022
81967373,1,1,4,M,25,6,9,-,A,1,VENTURA,"SIMI VALLEY",2022
81975315,1,1,3,M,71,5,9,-,-,-,VENTURA,"SIMI VALLEY",2023
81975315,2,1,3,M,38,5,9,-,-,-,VENTURA,"SIMI VALLEY",2023
81980014,1,1,4,M,44,7,1,-,V,1,VENTURA,"SIMI VALLEY",2023
81985565,2,1,3,-,17,6,9,-,-,-,VENTURA,MOORPARK,2023
81993658,2,1,3,-,82,1,9,-,P,-,VENTURA,"THOUSAND OAKS",2022
81999555,2,1,4,-,51,7,1,-,A,1,VENTURA,"THOUSAND OAKS",2023
81999560,2,1,3,-,68,7,9,-,P,-,VENTURA,OJAI,2023
81999569,1,1,4,-,43,7,9,-,-,1,VENTURA,"THOUSAND OAKS",2023
82026513,2,1,3,-,53,6,9,-,P,-,VENTURA,"THOUSAND OAKS",2023
82040038,1,1,4,-,17,6,1,-,-,0,VENTURA,CAMARILLO,2023
82043897,1,1,3,-,70,5,9,-,P,-,VENTURA,FILLMORE,2023
82048235,2,1,4,-,31,6,9,-,P,1,VENTURA,MOORPARK,2023
82079795,2,1,3,F,9,5,9,-,P,-,VENTURA,"SIMI VALLEY",2023
82086560,1,1,4,-,13,7,1,-,-,0,VENTURA,CAMARILLO,2023
82093089,1,1,4,F,17,7,1,-,A,1,VENTURA,"SIMI VALLEY",2023
82114610,1,1,3,F,41,6,9,-,P,-,VENTURA,"THOUSAND OAKS",2023
82117499,1,1,4,F,32,6,1,-,P,2,VENTURA,CAMARILLO,2023
82127169,1,1,3,M,39,5,9,-,A,-,VENTURA,"THOUSAND OAKS",2023
82157976,2,1,4,M,68,6,1,-,-,2,VENTURA,"SIMI VALLEY",2023
82167725,2,1,3,M,31,6,9,-,P,-,VENTURA,"THOUSAND OAKS",2023
82169662,1,1,4,M,35,6,1,-,P,1,VENTURA,CAMARILLO,2023
82169662,2,1,4,F,52,6,1,-,P,1,VENTURA,CAMARILLO,2023
82189844,2,1,3,M,39,6,9,-,A,-,VENTURA,"SIMI VALLEY",2023
82221026,2,1,3,F,15,6,9,-,P,-,VENTURA,CAMARILLO,2023
82224923,2,1,4,F,40,6,1,-,A,0,VENTURA,"THOUSAND OAKS",2023
82236279,1,1,4,M,42,7,1,-,-,0,VENTURA,"SIMI VALLEY",2023
82262769,1,1,3,F,56,7,9,-,P,-,VENTURA,CAMARILLO,2023
82263787,2,1,3,M,79,5,9,-,A,-,VENTURA,"SIMI VALLEY",2023
82263788,1,1,4,M,54,6,1,-,-,1,VENTURA,"SIMI VALLEY",2023
82265469,1,1,4,M,77,7,1,-,-,0,VENTURA,CAMARILLO,2023
82269914,1,1,4,M,25,7,1,-,A,1,VENTURA,"SIMI VALLEY",2023
82269915,1,1,4,M,65,1,1,-,-,1,VENTURA,"SIMI VALLEY",2023
82278837,2,1,3,M,31,1,9,-,-,-,VENTURA,"THOUSAND OAKS",2023
82289890,1,1,3,M,19,6,9,-,P,-,VENTURA,CAMARILLO,2023
82292657,2,1,3,M,61,7,9,-,P,-,VENTURA,CAMARILLO,2024
82329591,2,1,3,F,38,5,9,-,P,-,VENTURA,"SIMI VALLEY",2024
82330805,2,1,4,M,28,7,9,-,-,0,VENTURA,"THOUSAND OAKS",2024
82333920,1,1,3,F,39,5,9,-,-,-,VENTURA,"SIMI VALLEY",2024
82346859,1,1,3,M,12,6,9,-,-,-,VENTURA,FILLMORE,2024
82361631,1,1,4,M,17,7,1,-,-,1,VENTURA,OJAI,2024
82363755,2,1,3,M,53,5,9,-,P,-,VENTURA,FILLMORE,2024
82366083,1,1,4,M,39,6,1,-,-,1,VENTURA,"SIMI VALLEY",2024
82384477,2,1,3,M,13,6,9,-,-,-,VENTURA,"THOUSAND OAKS",2024
82393211,1,1,3,M,46,7,9,-,-,-,VENTURA,VENTURA,2024
82418966,1,1,4,M,12,6,9,-,-,1,VENTURA,"SIMI VALLEY",2024
82434704,2,1,3,F,71,7,9,-,Q,-,VENTURA,"THOUSAND OAKS",2024
82434712,1,1,4,M,18,6,1,-,-,1,VENTURA,"THOUSAND OAKS",2024
82700110,2,1,3,F,77,5,9,-,P,-,VENTURA,"THOUSAND OAKS",2024
84176302,1,1,4,M,42,6,1,-,-,2,VENTURA,"THOUSAND OAKS",2024
84354776,2,1,4,F,34,7,1,-,-,1,VENTURA,"SIMI VALLEY",2024
84361083,1,1,4,F,42,5,1,-,A,1,VENTURA,MOORPARK,2024
84385103,1,1,4,M,70,6,9,-,P,2,VENTURA,"SIMI VALLEY",2024
84385103,2,1,3,M,22,6,9,-,P,-,VENTURA,"SIMI VALLEY",2024
84387575,1,1,4,M,64,7,1,-,-,1,VENTURA,"THOUSAND OAKS",2024
84396414,2,1,3,M,84,6,9,-,P,-,VENTURA,MOORPARK,2024
84396420,1,1,4,M,13,6,1,-,-,0,VENTURA,"THOUSAND OAKS",2024
84398313,2,1,4,M,67,5,1,-,-,1,VENTURA,"THOUSAND OAKS",2024
84398322,1,1,4,M,70,6,9,-,-,3,VENTURA,"THOUSAND OAKS",2024
84403196,2,1,4,M,39,5,1,-,-,1,VENTURA,CAMARILLO,2024
84415712,2,1,3,F,60,6,9,-,P,-,VENTURA,"THOUSAND OAKS",2024
84419330,1,1,3,F,75,1,9,-,-,-,VENTURA,VENTURA,2024
84432518,1,1,4,F,13,7,1,-,-,1,VENTURA,"THOUSAND OAKS",2024
84461110,2,1,4,F,17,6,1,-,-,1,VENTURA,CAMARILLO,2024
84468892,1,1,4,M,12,7,1,-,-,0,VENTURA,CAMARILLO,2024
84470462,1,1,4,M,21,7,1,-,-,1,VENTURA,FILLMORE,2024
84483451,1,1,4,M,11,7,1,-,-,1,VENTURA,CAMARILLO,2024
84488152,2,1,4,M,37,6,1,-,F,0,VENTURA,OJAI,2024
84503974,1,1,3,M,39,7,9,-,P,-,VENTURA,"SIMI VALLEY",2024
84517462,2,1,3,M,72,7,9,-,P,-,VENTURA,"SIMI VALLEY",2024
84529280,2,1,4,M,60,6,1,-,-,1,VENTURA,"THOUSAND OAKS",2024
84537962,1,1,4,M,17,5,1,-,-,1,VENTURA,CAMARILLO,2025
84539304,1,1,4,F,42,6,1,-,-,1,VENTURA,"THOUSAND OAKS",2025
84551736,2,1,3,M,12,5,9,-,P,-,VENTURA,"THOUSAND OAKS",2025
84565715,1,1,4,M,46,6,1,-,-,1,VENTURA,OJAI,2025
84574850,1,1,4,M,17,6,9,-,-,0,VENTURA,CAMARILLO,2025
84583502,2,1,3,M,15,6,9,-,P,-,VENTURA,FILLMORE,2025
84584745,1,1,3,M,21,6,9,-,P,-,VENTURA,"THOUSAND OAKS",2025
84592356,1,1,4,M,23,6,9,-,-,1,VENTURA,"SIMI VALLEY",2025
84637068,2,1,3,F,16,7,9,-,-,-,VENTURA,"THOUSAND OAKS",2025
84660868,1,1,4,M,35,6,9,-,-,3,VENTURA,"THOUSAND OAKS",2025
84671124,1,1,3,M,30,6,9,-,P,-,VENTURA,"SIMI VALLEY",2025
84672567,1,1,4,M,14,7,1,-,-,2,VENTURA,"THOUSAND OAKS",2025
84672567,1,2,2,M,14,6,2,P,-,2,VENTURA,"THOUSAND OAKS",2025
84677834,1,1,4,M,26,7,1,-,-,1,VENTURA,"THOUSAND OAKS",2025
84679716,2,1,4,M,62,5,1,-,-,0,VENTURA,"SIMI VALLEY",2025
84706616,1,1,4,M,54,7,1,-,-,1,VENTURA,"THOUSAND OAKS",2025
84713888,2,1,3,M,74,6,9,-,P,-,VENTURA,"THOUSAND OAKS",2025
84713897,1,1,4,F,16,7,1,-,-,1,VENTURA,"SIMI VALLEY",2025
84728185,2,1,4,M,80,6,1,-,-,1,VENTURA,FILLMORE,2025
84738478,1,1,4,M,14,6,1,-,-,1,VENTURA,"THOUSAND OAKS",2025
84763042,1,1,4,M,28,7,1,-,-,0,VENTURA,CAMARILLO,2025
84803853,1,1,3,F,65,6,9,-,P,-,VENTURA,CAMARILLO,2025
84809914,1,1,4,M,15,6,1,-,-,0,VENTURA,"THOUSAND OAKS",2025
84811802,1,1,4,M,23,6,9,-,-,1,VENTURA,"SIMI VALLEY",2025
84813511,2,1,3,F,63,7,9,-,P,-,VENTURA,"THOUSAND OAKS",2025
84847364,2,1,3,M,65,6,9,-,P,-,VENTURA,"SIMI VALLEY",2025
84865490,2,1,4,M,16,7,1,-,-,1,VENTURA,MOORPARK,2025
84878903,2,1,3,M,33,6,9,-,P,-,VENTURA,CAMARILLO,2025
84886714,1,1,4,M,15,6,1,-,-,2,VENTURA,CAMARILLO,2025
84886760,1,1,4,M,9,6,1,-,-,1,VENTURA,"SIMI VALLEY",2025
84898826,2,1,3,F,62,6,9,-,P,-,VENTURA,"THOUSAND OAKS",2025
84914493,1,1,4,F,19,6,1,-,-,0,VENTURA,CAMARILLO,2025
84925343,1,1,4,M,55,6,9,-,-,1,VENTURA,"SIMI VALLEY",2025
84931968,2,1,3,M,53,6,9,-,P,-,VENTURA,OJAI,2025
84934951,2,1,4,M,17,6,1,-,-,0,VENTURA,CAMARILLO,2025
84946398,2,1,3,F,64,7,9,-,P,-,VENTURA,MOORPARK,2025
84949852,1,1,4,M,59,6,1,-,-,1,VENTURA,"SIMI VALLEY",2025
84965013,1,1,4,M,71,5,1,-,-,3,VENTURA,CAMARILLO,2025
84983060,2,1,3,M,60,5,9,-,G,-,VENTURA,"THOUSAND OAKS",2025
84984876,2,1,3,F,13,6,9,-,P,-,VENTURA,FILLMORE,2025
84986395,2,1,3,F,46,6,9,-,P,-,VENTURA,"SIMI VALLEY",2025
85012573,2,1,3,M,23,6,9,-,P,-,VENTURA,CAMARILLO,2025
85023813,2,1,4,M,22,7,1,-,-,1,VENTURA,CAMARILLO,2026
85032413,1,1,4,M,34,7,9,-,P,-,VENTURA,OXNARD,2026
85046292,2,1,4,M,57,6,1,-,-,2,VENTURA,"THOUSAND OAKS",2026
85053352,1,1,3,M,34,7,9,-,-,-,VENTURA,OXNARD,2026
85053628,2,1,3,F,46,6,9,-,-,-,VENTURA,"SIMI VALLEY",2026
85060596,1,1,4,M,37,6,9,-,-,1,VENTURA,"SIMI VALLEY",2026
85070415,2,1,3,M,20,6,9,-,P,-,VENTURA,"SIMI VALLEY",2026
85079598,1,1,4,M,16,6,9,-,-,3,VENTURA,"THOUSAND OAKS",2026
85101050,2,1,3,F,86,6,9,-,P,-,VENTURA,"THOUSAND OAKS",2026
85101072,2,1,3,M,76,6,9,-,-,-,VENTURA,"SIMI VALLEY",2026
